episode_id,season_id,episode_number,title,air_date,main_challenge,main_challenge_type,mini_challenge,runway_theme,lip_sync_song_id,lip_sync_track,eliminated_id,power_up_used,mini_challenge_winner_prize,maxi_challenge_prize,synopsis,untucked_notes
AS05E02,AS05,2,I'm In Love!,2020-06-12,Write and perform,Girl Group,-,Love The Skin You're In,S0353,main,Q0005,-,-,Six night all inclusive trip for two to Puerto Vallarta at the Almar Resort,"The queens write and perform an original pop number to ""I'm in Love!"", with Tessa Thompson and Madison Beer as guest judges. On the runway, the queens present looks for the category Love The Skin You're In. Shea Coulee takes the top spot; lip sync assassin Alyssa Edwards appears; Shea Coulee wins the lip sync; Ongina is eliminated.",-
AS05E03,AS05,3,Get a Room!,2020-06-19,Design a signature suite,Design,-,Three Looks In One,S0354,main,Q0029,-,-,7 night stay at the Grand Resort and Spa in Ft. Lauderdale,"The queens design a signature suite worthy of a 5 star hotel, with Nicole Byer and Martyn Lawrence Bullard as guest judges. On the runway, the queens present looks for the category Three Looks In One. Jujubee takes the top spot; lip sync assassin Monet X Change appears; Monet X Change wins the lip sync; Mariah Paris Balenciaga is eliminated.",-
AS05E04,AS05,4,SheMZ,2020-06-26,Improv,Acting,-,Camo Couture,S0355,main,Q0123,-,-,"A four night stay in Montreal, Canada","The queens improv in a drag queen spoof of the celebrity gossip and drama television show, TMZ, with Sarah Hyland as guest judge. On the runway, the queens present looks for the category Camo Couture. Miz Cracker takes the top spot; lip sync assassin Morgan McMichaels appears; Miz Cracker and Morgan McMichaels wins the lip sync; Mayhem Miller is eliminated.",-
AS05E05,AS05,5,Snatch Game of Love,2020-07-03,Snatch Game of Love,Snatch Game,-,Prom Queen Fantasy,S0356,main,Q0030,-,-,"A 7 night stay in Paris, France courtesy of Mr B&B","The main challenge is Snatch Game of Love, with Jeffrey Bowyer-Chapman and Tommy Dorfman as guest judges. On the runway, the queens present looks for the category Prom Queen Fantasy. Shea Coulee takes the top spot; lip sync assassin Vanessa Vanjie Mateo appears; Shea Coulee wins the lip sync; India Ferrah is eliminated.",-
AS05E06,AS05,6,The Charles Family Backyard Ball,2020-07-10,Showcase two looks,Design,-,Country Cousin Realness and Backyard Eleganza,S0357,main,Q0024,-,-,-,"The queens showcase two looks for the Charles Backyard Ball, with Bebe Rexha as guest judge. On the runway, the queens present looks for the category Country Cousin Realness and Backyard Eleganza. Miz Cracker takes the top spot; lip sync assassin Roxxxy Andrews appears; Roxxxy Andrews wins the lip sync; Alexis Mateo is eliminated.",-
AS05E07,AS05,7,Stand-Up Smackdown,2020-07-17,Face off in a,Comedy,-,Freak Out!,S0534,main,Q0122,-,-,-,"The queens face off in a stand-up comedy smackdown, with Jane Krakowski and Sam Richardson as guest judges. On the runway, the queens present looks for the category Freak Out!. Miz Cracker takes the top spot; lip sync assassin Kennedy Davenport appears; Miz Cracker wins the lip sync; Blair St., Clair is eliminated.",-
AS05E08,AS05,8,Clap Back!,2020-07-24,"Write, record, and perform a verse",Finale,•,All Star Eleganza,S0358,main,-,-,-,-,"The queens write, record, and perform a verse on Ru's new single ""Clap Back"", with Todrick Hall as guest judge. On the runway, the queens present looks for the category All Star Eleganza. Shea Coulee is crowned the winner of the season, with Jujubee and Miz Cracker as runners-up.",-
AS01E01,AS01,1,It Takes Two,2012-10-22,Create an,PhotoShoot,-,Team,S0359,main,Q0014,-,-,Custom gowns from Sequin Queen,"The queens create an ""Opposites Attract"" photoshoot and a ""half-baked"" photo, with Rachel Hunter and Ross Mathews as guest judges. On the runway, the queens present looks for the category Team. Team Latrila takes the top spot; Team Mandora are eliminated.",-
AS01E02,AS01,2,RuPaul's Gaff-In,2012-10-29,Perform and write original jokes doing celebrity impersonations for,Snatch Game,In Da Butt Ru,60s Glam,S0360,main,Q0008,-,-,A set of custom jewellery from Fierce Drag Jewels for each,"The queens perform and write original jokes doing celebrity impersonations for RuPaul's Gaff-In, with Busy Phillips and Vicki Lawrence as guest judges. On the runway, the queens present looks for the category 60s Glam. Team Yarlexis takes the top spot; Team Brown Flowers are eliminated.",-
AS01E03,AS01,3,Queens Behaving Badly,2012-11-05,"Act ""naughty"" on the streets of Hollywood and do pranks",Acting,Queens With Guy Phones,Bad Girl Chic,S0221,main,Q0023,-,-,Custom shoes and accessories from Shoes for Queens,"The queens act ""naughty"" on the streets of Hollywood and do pranks, with Janice Dickinson and Rachel Dratch as guest judges. On the runway, the queens present looks for the category Bad Girl Chic. Team Shad takes the top spot; Team Latrila are eliminated.",-
AS01E04,AS01,4,All-Star Girl Groups,2012-11-12,Transform daughters of celebrities,MakeOver,Cheer-reading routine,-,S0361,main,Q0025,-,-,A closet full from corsets from Corset Connections,"The queens transform daughters of celebrities into members of their girl groups and perform a RuPaul song in front of a live audience, with Mary Wilson and Rosie Perez as guest judges. Team Shad takes the top spot; Team Yarlexis are eliminated.",-
AS01E05,AS01,5,Dynamic Drag Duos,2012-11-19,Create a Super Hero or Super Villain persona to your secret drag identity,Design,Basketball game of,-,S0362,main,-,-,-,Custom gowns from Marco Marco and a comic spread of their Dynamic Duo characters,"The queens create a Super Hero or Super Villain persona to their secret drag identity and perform an opening number, with Elvira and Wendi McLendon-Covey as guest judges. Team Shad takes the top spot; no one is eliminated.",-
AS01E06,AS01,6,The Grand Finale,2012-11-26,Drag on a Time,Finale,•,-,S0363,main,Q0004,-,-,-,"The main challenge is Drag on a Time: group interview session, public appearances at Hamburger Mary's and a stand-up comedy routine, with Beth Ditto and Cheri Oteri as guest judges. Delta Work, Marc Malkin, and Ongina appear as special guests. Chad Michaels is crowned the winner of the season, with Raven as runner-up.",-
AS02E01,AS02,1,All Star Talent Show Extravaganza,2016-08-25,All Star Talent Show,Talent Show,Reading is Fundamental,-,S0375,main,Q0051,-,-,A custom jewel collection from Fierce Drag Jewels for each top queen,"The main challenge is All Star Talent Show, with Raven-Symone as guest judge. Roxxxy Andrews and Tatianna take the top spots; Roxxxy Andrews wins the lip sync; Coco Montrese is eliminated.",-
AS02E02,AS02,2,All Stars Snatch Game,2016-09-01,Celebrity impersonations in the,Snatch Game,-,: Latex Eleganza,S0376,main,Q0013,-,-,"Two VIP tickets to Cirque du Soleil's ""ZUMANITY""","The main challenge is Celebrity impersonations in the Snatch Game, with Ross Mathews as guest judge. On the runway, the queens present looks for the category Latex Eleganza. Katya and Alaska take the top spots; Alaska wins the lip sync; Tatianna is eliminated.",-
AS02E03,AS02,3,HERstory of the World,2016-09-08,Perform in a rusical,Rusical,-,: The Future of Drag,S0200,main,Q0076,-,-,"3 night getaway in Palm Springs, California","The queens perform in a rusical inspired by historical women, with Jeremy Scott as guest judge. On the runway, the queens present looks for the category The Future of Drag. Detox and Alyssa Edwards take the top spots; Alyssa Edwards wins the lip sync; Ginger Minj is eliminated.",-
AS02E04,AS02,4,Drag Movie Shequels,2016-09-15,Perform in a,Acting,-,: Two Looks in One,S0377,main,Q0052,-,-,"A $1,000 shopping spree in Fabric Planet","The queens perform in a parody movie sequel of one of RuPaul's favorite films, with Nicole Scherzinger as guest judge. On the runway, the queens present looks for the category Two Looks in One (inspired by Violet Chachki). Phi Phi O'Hara and Alaska take the top spots; Alaska wins the lip sync; Alyssa Edwards is eliminated.",-
AS02E05,AS02,5,Revenge Of The Queens,2016-09-22,Performing a live,Comedy,-,-,S0378,main,Q0051,-,-,"Couture Gown from SNL Designs designed by Sasha Lauren valued at $2,000","The main challenge is Performing a live stand-up comedy act in front of a drag queen audience, with Ross Mathews as guest judge. Chelsea Peretti appears as special guest. Alyssa Edwards and Alaska, Tatianna and Detox take the top spots; Phi Phi O'hara is eliminated.",-
AS02E06,AS02,6,Drag Fish Tank,2016-09-29,"Create, market, and film a commercial",Advert,"""Beastly Golf Challenge""",: Pants on the Runway,S0379,main,Q0013,-,"$2,000 prize package from Klein Epstein & Parker",Custom wig wardrobe from Weaven Steven and a limited edition of their drag products (Fashion Tape and Krisis Control) at the 2017's RuPaul's DragCon,"The queens create, market, and film a commercial for a drag-influenced product, with Graham Norton as guest judge. On the runway, the queens present looks for the category Pants on the Runway. Katya and Alaska take the top spots; Alaska wins the lip sync; Tatianna is eliminated.",-
AS02E07,AS02,7,Family That Drags Together,2016-10-06,Drag Makeover,MakeOver,-,-,S0380,main,Q0052,-,-,"$2,000 gift certificate from Marc Jacobs for each queen and their family member","The main challenge is Drag Makeover to family members and vogue the house down, with Aubrey Plaza as guest judge. Detox and Katya take the top spots; Detox wins the lip sync; Alyssa Edwards is eliminated.",-
AS02E08,AS02,8,All Stars Supergroup,2016-10-13,Write original rap lyrics and perform,Finale,-,-,S0381,main,Q0049,-,-,-,"The queens write original rap lyrics and perform RuPaul's song ""Read U Wrote U"" as the ultimate girl group. Alaska is crowned the winner of the season, with Detox and Katya as runners-up.",-
AS02E09,AS02,9,Reunited,2016-10-27,•,Reunion,•,-,-,main,-,-,-,-,"Summary unavailable; Fandom describes: The All-Star queens reunite to dish about the most shocking, glamorous and sickening moments of the season. Hosted by the Emmy Award-winning RuPaul.",-
AS03E01,AS03,1,All-Star Variety Show,2018-01-25,Variety Show,Talent Show,Reading is Fundamental,-,S0320,main,Q0017,-,-,Airfare and a 5-night stay at Fort Lauderdale Beach Grand Resort and Spa,"The main challenge is Variety Show, with Vanessa Hudgens as guest judge. BenDeLaCreme and Aja take the top spots; BenDeLaCreme wins the lip sync; Morgan McMichaels is eliminated.",-
AS03E02,AS03,2,Divas Lip Sync Live,2018-02-01,Go Full diva in a lip-syncing dance number,Rusical,-,RuDemption Realness,S0321,main,Q0094,-,-,"a $1,000 gift card from Sparkles Rhinestones, and a $1,000 gift card from Fierce Queen Heels","The queens go Full diva in a lip-syncing dance number inspired by the classic TV specials ""VH1 Divas Live"", with Vanessa Williams and Todrick Hall as guest judges. On the runway, the queens present looks for the category RuDemption Realness. BenDeLaCreme and Shangela take the top spots; Shangela wins the lip sync; Thorgy Thor is eliminated.",-
AS03E03,AS03,3,The B*tchelor,2018-02-08,The contestants',Acting,-,Wigs on Wigs on Wigs (inspired by Roxxxy Andrews),S0322,main,Q0069,-,-,"A suite of jewelry from Fierce! Drag Jewels and a $1,000 gift card from Nailed by Cristy","The contestants' improvisation skills are tested in an unscripted dating show, with Constance Zimmer and Jeffrey Bowyer-Chapman as guest judges. On the runway, the queens present looks for the category Wigs on Wigs on Wigs (inspired by Roxxxy Andrews). BenDeLaCreme and Kennedy Davenport take the top spots; Kennedy Davenport wins the lip sync; Milk is eliminated.",-
AS03E04,AS03,4,All Stars Snatch Game,2018-02-15,Snatch Game,Snatch Game,-,Flower Power,S0323,main,Q0092,-,-,"A wig wardrobe from Rock Star Wigs and a $1,000 gift card from CoolHaus Super Premium Ice Cream.","The main challenge is Snatch Game, with Kristin Chenoweth and Nicole Byer as guest judges. On the runway, the queens present looks for the category Flower Power. Marc Jacobs appears as special guest. BenDeLaCreme and Shangela take the top spots; BenDeLaCreme and Shangela wins the lip sync; Chi Chi DeVayne is eliminated.",-
AS03E05,AS03,5,Pop Art Ball,2018-02-22,"Design wearable soup cans inspired by Andy Warhol, and  Studio 54 disco looks.",Design,The contestants pose for a photo that will be turned into a pop art portrait,Soup Can Realness and Studio 54 Disco Looks,S0324,main,Q0109,-,"A year's worth of hamburgers from Hamburger Mary's and a $2,000 cash prize.",A two-night escape for two at The W Hotel Fort Lauderdale,"The queens design wearable soup cans inspired by Andy Warhol, and Studio 54 disco looks, with Tituss Burgess and Shay Mitchell as guest judges. On the runway, the queens present looks for the category Soup Can Realness and Studio 54 Disco Looks. BeBe Zahara Benet and Trixie Mattel take the top spots; BeBe Zahara Benet wins the lip sync; Aja is eliminated.",-
AS03E06,AS03,6,Handmaids to Kitty Girls,2018-03-01,The contestants audition for RuPaul's new,Girl Group,-,-,S0325,main,Q0094,-,-,"A $1,000 gift card to Spa on Rodeo, and a $1,000 gift card From MuLondon.","The contestants audition for RuPaul's new girl group, the Kitty Girls. The eliminated contestants return and have a competing girl group, with Emma Bunton and Adam Lambert as guest judges. BeBe Zahara Benet and BenDeLaCreme take the top spots; BenDeLaCreme wins the lip sync.",-
AS03E07,AS03,7,My Best Squirrelfriend's Dragsmaids Wedding Trip,2018-03-08,The contestants’,Acting,-,Red For Filth,S0326,main,Q0017,-,-,"$1,000 gift card from Elea's Closet and a set of luggage from Raden luggage","The contestants' acting chops are tested in a girl comedy blockbuster scene, with Chris Colfer and Garcelle Beauvais as guest judges. On the runway, the queens present looks for the category Red For Filth. Nancy Pelosi appears as special guest. Trixie Mattel and Shangela take the top spots; Shangela wins the lip sync; Morgan McMichaels is eliminated.",-
AS03E08,AS03,8,A Jury of Your Queers,2018-03-15,"Write, sing, and dance",Finale,•,Best Drag Eleganza Extravaganza,S0327,main,Q0021,-,-,-,"The queens write, sing, and dance in an ambitious production number to RuPaul's song ""Kitty Girl"". On the runway, the queens present looks for the category Best Drag Eleganza Extravaganza. Trixie Mattel is crowned the winner of the season, with Kennedy Davenport as runner-up.",-
AS04E01,AS04,1,All Star Super Queen Variety Show,2018-12-14,Variety Show,Talent Show,Reading is Fundamental,-,S0287,main,Q0086,-,"$2,500 gift card from l.a. Eyeworks.","7 Night Stay for Two at the Sand Castle on the Beach Hotel in St. Croix, U.S. Virgin Islands.","The main challenge is Variety Show, with Jenifer Lewis as guest judge. Trinity The Tuck and Monique Heart take the top spots; Trinity The Tuck wins the lip sync; Jasmine Masters is eliminated.",-
AS04E02,AS04,2,"Super Girl Groups, Henny",2018-12-21,Audition for the new super,Girl Group,-,Eleguence After Dark,S0288,main,Q0108,-,-,"A $2,500 gift card from Arda Wigs and a $1,000 gift card from CoolHaus Ice Cream","The queens audition for the new super girl group, ""Henny."", with Kacey Musgraves and Ciara as guest judges. On the runway, the queens present looks for the category Eleguence After Dark. Stacy Layne Matthews appears as special guest. Monet X Change and Valentina take the top spots; Valentina wins the lip sync; Farrah Moan is eliminated.",-
AS04E03,AS04,3,Snatch Game of Love,2018-12-28,Snatch Game of Love,Snatch Game,-,Boots The House Down,S0289,main,Q0070,-,-,A set of suitcases including an everywhere bag from Away Luggage and a 5-night stay at The Grand Resort Hotel and Spa,"The main challenge is Snatch Game of Love, with Gus Kenworthy and Keiynan Lonsdale as guest judges. On the runway, the queens present looks for the category Boots The House Down. Manila Luzon and Trinity The Tuck take the top spots; Manila Luzon wins the lip sync; Gia Gunn is eliminated.",-
AS04E04,AS04,4,Jersey Justice,2019-01-04,Improvise,Acting,-,Swerves and Curves,S0290,main,Q0037,-,-,"$2,500 gift card from FierceQueen.com and $2,000 gift card from Elea's Closet","The queens improvise in a daytime court show, ""Jersey Justice."", with Zoe Kravitz and Erica Ash as guest judges. On the runway, the queens present looks for the category Swerves and Curves. Elton John appears as special guest. Manila Luzon and Monique Heart take the top spots; Monique Heart wins the lip sync; Latrice Royale is eliminated.",-
AS04E05,AS04,5,Roast in Peace,2019-01-11,The Funeral,Comedy,-,Angelic White,S0291,main,-,-,-,"$3,000 gift card to MuLondon and a wig wardrobe from Rockstar Wigs and immunity for the next episode.","The main challenge is The Funeral Roast of Lady Bunny, with Yvette Nicole Brown and Cecily Strong as guest judges. On the runway, the queens present looks for the category Angelic White. Lady Bunny appears as special guest. Manila Luzon and Monet X Change take the top spots; Manila Luzon and Monet X Change wins the lip sync; no one is eliminated.",-
AS04E06,AS04,6,LaLaPaRUza,2019-01-18,Lip Sync Smackdown,LipSync,-,LaLaPaRUza Eleganza,-,main,Q0086,-,-,-,"The main challenge is Lip Sync Smackdown. On the runway, the queens present looks for the category LaLaPaRUza Eleganza.",-
AS04E07,AS04,7,Queens of Clubs,2019-01-25,Design and host,Design,-,Plastique Fantastique,S0292,main,Q0107,-,-,"$2,500 gift card from The Creme Shop and a $3,000 gift card from J.J. Malibu","The queens design and host their own VIP club nights, with Rita Ora and Susanne Bartsch as guest judges. On the runway, the queens present looks for the category Plastique Fantastique. Latrice Royale and Trinity The Tuck take the top spots; Latrice Royale wins the lip sync; Valentina is eliminated.",-
AS04E08,AS04,8,RuPaul's Best Judy's Race,2019-02-01,Transform their best friends into their own drag sisters,MakeOver,-,Best Judy Realness,S0293,main,Q0023,-,-,"The Queens won a trip for two to Iceland and the Best Judy's won a $1,000 gift card from Klein Epstein & Parker.","The queens transform their best friends into their own drag sisters and choreograph a musical tribute to Judy Garland, with Francis Bean Cobain and Ellen Pompeo as guest judges. On the runway, the queens present looks for the category Best Judy Realness. Monet X Change and Naomi Smalls take the top spots; Naomi Smalls wins the lip sync; Manila Luzon is eliminated.",-
AS04E09,AS04,9,"Sex and the Kitty, Girl 3",2019-02-08,Star in,Acting,-,Kitty Girl Couture,S0294,main,Q0037,-,-,"$3,000 gift card from The Diva's Jewels and a three night stay for two at The Standard East Village in New York","The queens star in a mockumentary, ""Sex and The Kitty, Girl 3."", with Jason Wu and Felicity Huffman as guest judges. On the runway, the queens present looks for the category Kitty Girl Couture. Monique Heart and Trinity the Tuck take the top spots; Trinity the Tuck wins the lip sync; Latrice Royale is eliminated.",-
AS04E10,AS04,10,Super Queen Grand Finale,2019-02-15,"Write, sing, and dance",Finale,•,All Star Eleganza,S0295,main,Q0091,-,-,-,"The queens write, sing, and dance in an ambitious production number to RuPaul's song ""Super Queen - Stockholm Mix"", with Todrick Hall as guest judge. On the runway, the queens present looks for the category All Star Eleganza. Chad Michaels, Alaska and Trixie Mattel appear as special guests. Monet X Change and Trinity The Tuck are crowned the winner of the season.",-
AS06E01,AS06,1,All Star Variety Extravaganza,2021-06-24,Variety Show,Talent Show,Reading is Fundamental,-,S0364,main,Q0059,-,"$2,500 gift card from ISLYNYC","7 night stay at a luxury villa in Italy courtesy of MyGayGetaway and $5,000 worth of Orbucks from Orbitz.",The main challenge is Variety Show. Miss Piggy appears as special guest. Yara Sofia takes the top spot; lip sync assassin Coco Montrese appears; Coco Montrese wins the lip sync; Serena ChaCha is eliminated.,-
AS06E02,AS06,2,The Blue Ball,2021-06-24,The,Design,-,- Blue Betta Work,S0365,main,Q0041,-,-,"$5,000 provided by Planet Pepper and $5,000 worth of Orbucks from Orbitz.","The main challenge is The Blue Ball, with Big Freedia as guest judge. Ra'Jah O'Hara takes the top spot; lip sync assassin Brooke Lynn Hytes appears; Brooke Lynn Hytes and Ra'Jah O'Hara wins the lip sync; Jiggly Caliente is eliminated.",-
AS06E03,AS06,3,Side Hustles,2021-07-01,Write and star in a commercial,Advert,-,Rudemption Runway,S0366,main,Q0131,-,-,"$5,000 cash tip and $5,000 worth of Orbucks from Orbitz.","The queens write and star in a commercial that promotes their Side Hustle, with Tia Mowry as guest judge. On the runway, the queens present looks for the category Rudemption Runway. Trinity K. Bonet takes the top spot; lip sync assassin Laganja Estranja appears; Laganja Estranja wins the lip sync; Silky Nutmeg Ganache is eliminated.",-
AS06E04,AS06,4,Halftime Headliners,2021-07-08,"Headline in """,Rusical,-,The Frill of It All,S0367,main,Q0025,-,-,"$5,000 provided by Mane Club and $5,000 worth of Orbucks from Orbitz.","The queens headline in ""Hall of Fame Half-Time Show"", with Jamal Sims as guest judge. On the runway, the queens present looks for the category The Frill of It All. Jan takes the top spot; lip sync assassin Jessica Wild appears; Jessica Wild wins the lip sync; Yara Sofia is eliminated.",-
AS06E05,AS06,5,Pink Table Talk,2021-07-15,Produce and host an intimate chat show,Acting,-,Clash of the Patterns,S0368,main,Q0136,-,-,"$5,000 cash tip","The queens produce and host an intimate chat show called ""Pink Table Talk."", with Aisha Tyler as guest judge. On the runway, the queens present looks for the category Clash of the Patterns. Bianca Del Rio appears as special guest. Ginger Minj takes the top spot; lip sync assassin Mayhem Miller appears; Ginger Minj wins the lip sync; Scarlet Envy is eliminated.",-
AS06E06,AS06,6,Rumerican Horror Story: Coven Girls,2021-07-22,Over-acting,Acting,-,"Oh, My Goth!",S0369,main,Q0130,-,-,"7 Night Stay at a luxury villa in Southern Italy, including airfare, courtesy of MyGayGetaway.","The main challenge is Over-acting in ""Rumerican Horror Story: Coven Girl"", with Emma Roberts as guest judge. On the runway, the queens present looks for the category Oh, My Goth!. Angela Bassett appears as special guest. Kylie Sonique Love takes the top spot; lip sync assassin Manila Luzon appears; Kylie Sonique Love wins the lip sync; A'Keria C. Davenport is eliminated.",-
AS06E07,AS06,7,Show Up Queen,2021-07-29,Write and record a verse,Girl Group,-,Hot Tropics,S0370,main,Q0149,-,-,"$5,000 courtesy of Snag Tights","The queens write and record a verse for a new song, ""Show Up Queen."", with Zaldy as guest judge. On the runway, the queens present looks for the category Hot Tropics. Leland and Freddy Scott appear as special guests. Trinity K. Bonet takes the top spot; lip sync assassin Alexis Mateo appears; Alexis Mateo wins the lip sync; Jan is eliminated.",-
AS06E08,AS06,8,Snatch Game of Love,2021-08-05,Snatch Game of Love,Snatch Game,-,Pop Art,S0371,main,Q0014,-,-,"$5,000 provided by Barefoot Wine","The main challenge is Snatch Game of Love, with Tina Knowles as guest judge. On the runway, the queens present looks for the category Pop Art. Cheyenne Jackson and Fortune Feimster appear as special guests. Ginger Minj takes the top spot; lip sync assassin Heidi N Closet appears; Ginger Minj wins the lip sync; Pandora Boxx is eliminated.",-
AS06E09,AS06,9,Drag Tots,2021-08-12,Create and dress up,Design,All Star Class Superlatives,Drag Tots,S0372,main,Q0111,-,"$1,000 each from the United States of America - Department of Education.","$5,000 courtesy of Ross Matthews","The queens create and dress up as their own fully fledged character inspired by the Drag Tots, with Charli XCX as guest judge. On the runway, the queens present looks for the category Drag Tots. Bianca Del Rio as Dina Saur and Latrice Royale as Lady Liber-T appear as special guests. Ra'Jah O'Hara takes the top spot; lip sync assassin Kameron Michaels appears; Kameron Michaels wins the lip sync; Eureka! is eliminated.",-
AS06E10,AS06,10,Rudemption Lip-Sync Smackdown,2021-08-19,-,LipSync,-,-,-,main,-,-,-,-,Summary unavailable; Fandom describes: The eliminated queens are back to compete in an epic Lip-Sync Smackdown and a chance to return to the competition.,-
AS06E11,AS06,11,"The Charisma, Uniqueness, Nerve and Talent Monologues",2021-08-26,Entertain in the,Comedy,Pride photo op,"Oops! I Did It Again, A Fashionable Fashion Fail",S0373,main,Q0067,-,Levi's entire Pride Collection,"$5,000 from Levi's","The queens entertain in the ""Charisma, Uniqueness, Nerve and Talent"" monologue, with Justin Simien as guest judge. On the runway, the queens present looks for the category Oops! I Did It Again, A Fashionable Fashion Fail. Alec Mapa and Jermaine Fowler appear as special guests. Eureka takes the top spot; lip sync assassin Jaida Essence Hall appears; Eureka! and Jaida Essence Hall wins the lip sync; Trinity K. Bonet is eliminated.",-
AS06E12,AS06,12,This is Our Country,2021-09-02,"Write, record, and perform a verse",Finale,•,All Star Hall of Fame Eleganza Extravaganza,S0374,main,-,-,-,-,"The queens write, record, and perform a verse to RuPaul's new single ""This is Our Country"". On the runway, the queens present looks for the category All Star Hall of Fame Eleganza Extravaganza. Tanya Tucker and Shea Coulee appear as special guests. Kylie Sonique Love is crowned the winner of the season, with Eureka!, Ginger Minj and Ra'Jah O'Hara as runners-up.",-
AS07E01,AS07,1,Legends,2022-05-20,The queens must,Rumix,Reading is Fundamental,I'm Crowning,S0328,main,-,-,"$2,500 cash prize",-,"The queens must write and perform a verse to RuPaul's song ""Legends"", with Cameron Diaz as guest judge. On the runway, the queens present looks for the category I'm Crowning. Naomi Campbell, Raven appear as special guests. Monet X Change and Shea Coulee take the top spots; Shea Coulee wins the lip sync.",-
AS07E02,AS07,2,Snatch Game,2022-05-20,The queens must give two celebrity impersonations in the,Snatch Game,-,The Pleather Principle,S0329,main,-,-,-,-,"The queens must give two celebrity impersonations in the Snatch Game, with Daphne Guinness as guest judge. On the runway, the queens present looks for the category The Pleather Principle. Jinkx Monsoon and Trinity The Tuck take the top spots; Jinkx Monsoon wins the lip sync.",-
AS07E03,AS07,3,The Realness of Fortune Ball,2022-05-27,The queens must showcase three looks in,Design,: Hungman: Fill in a Before-and-After word puzzle,"Vanna White Realness, Before and After, & Realness of Fortune Eleganza",S0322,main,-,-,-,-,"The queens must showcase three looks in The Realness of Fortune Ball, with Kirby Howell-Baptiste as guest judge. On the runway, the queens present looks for the category Vanna White Realness, Before and After, & Realness of Fortune Eleganza. Vanna White appears as special guest. Jaida Essence Hall and Trinity The Tuck take the top spots; Jaida Essence Hall wins the lip sync.",-
AS07E04,AS07,4,Fairytale Justice,2022-06-03,The queens must,Acting,-,Spikes on the Runway,S0330,main,-,-,-,-,"The queens must improv their way through the court show Fairytale Justice, with Jeffrey Bowyer-Chapman as guest judge. On the runway, the queens present looks for the category Spikes on the Runway. Jinkx Monsoon and The Vivienne take the top spots; The Vivienne wins the lip sync.",-
AS07E05,AS07,5,Draguation Speeches,2022-06-10,The queens must,Comedy,-,Veiled It,S0331,main,-,-,-,-,"The queens must give commencement speeches at their Drag U graduation, with Nikki Glaser as guest judge. On the runway, the queens present looks for the category Veiled It. Nancy Pelosi appears as special guest. Jinkx Monsoon and Raja take the top spots; Jinkx Monsoon wins the lip sync.",-
AS07E06,AS07,6,Total Ru-quest Live,2022-06-17,The queens must,Girl Group,-,"Night of 1,000 Dolly Partons",S0332,main,-,-,-,-,"The queens must write and perform original lyrics in Y2K girl groups, with Tove Lo as guest judge. On the runway, the queens present looks for the category Night of 1,000 Dolly Partons. Leland appears as special guest. The Vivienne and Yvie Oddly take the top spots; The Vivienne wins the lip sync.",-
AS07E07,AS07,7,Legendary Legend Looks,2022-06-24,The queens must,Design,-,Legendary Legend Looks,S0333,main,-,-,-,-,"The queens must design looks based on RuPaul's previous looks, with Betsey Johnson as guest judge. On the runway, the queens present looks for the category Legendary Legend Looks. Jaida Essence Hall and Trinity The Tuck take the top spots; Trinity The Tuck wins the lip sync.",-
AS07E08,AS07,8,Santa's School For Girls,2022-07-01,The queens must,Acting,-,Knitty Knitty Bang Bang,S0334,main,-,-,-,-,"The queens must over act in Santa's School For Girls, with Janicza Bravo as guest judge. On the runway, the queens present looks for the category Knitty Knitty Bang Bang. Raja and The Vivienne take the top spots; Raja wins the lip sync.",-
AS07E09,AS07,9,Dance Like a Drag Queen,2022-07-08,Create,Advert,-,What Lies Beneath,S0335,main,-,-,-,-,"The queens create a viral dance challenge, with Ben Platt as guest judge. On the runway, the queens present looks for the category What Lies Beneath. Jinkx Monsoon and Monet X Change take the top spots; Monet X Change wins the lip sync.",-
AS07E10,AS07,10,The Kennedy Davenport Center Honors Hall of Shade,2022-07-15,Roast each other,Comedy,-,All Glow'd Up,S0336,main,-,-,-,-,"The queens roast each other at the first-ever Kennedy Davenport Center ""Hall of Shade"" Honors, with Ronan Farrow as guest judge. On the runway, the queens present looks for the category All Glow'd Up. Wintergreen appears as special guest. Jinkx Monsoon and Trinity The Tuck take the top spots; Jinkx Monsoon wins the lip sync.",-
AS07E11,AS07,11,Drag Race Gives Back Variety Extravaganza,2022-07-22,Variety Show,Talent Show,-,-,S0337,main,-,-,-,-,"The main challenge is Variety Show, with Hannah Einbinder as guest judge. Monet X Change and Shea Coulee take the top spots; Shea Coulee wins the lip sync; Jaida Essence Hall, Raja, The Vivienne & Yvie Oddly is eliminated.",-
AS07E12,AS07,12,Lip Sync LaLaPaRuza Smackdown,2022-07-29,Lip Sync LaLaPaRuZa Smackdown for The Crown,Finale,•,Grand Finale Eleganza,-,main,-,-,-,-,"The main challenge is Lip Sync LaLaPaRuZa Smackdown for The Crown. On the runway, the queens present looks for the category Grand Finale Eleganza. Jinkx Monsoon is crowned the winner of the season, with Monet X Change as runner-up.",-
